v,R_scaled,T_scaled,cl_C,cl_Mo,cl_Mn,cl_Si,cs_C,cs_Mo,cs_Mn,cs_Si,R,T,DT
0.30110000000000015,0.01021440961661569,0.9815307955235959,0.023314510243459194,0.014523239077417172,0.005003039914495557,0.005478879044052497,0.004065912529358856,0.010311591377742853,0.003774386227038941,0.004032430178007662,1.0214409616615689e-08,1739.1646012803044,32.725398719695704
0.31110000000000015,0.009970627947652452,0.981213485046228,0.02334874472104331,0.014527705866656944,0.005003802749209197,0.005479527785598725,0.004086552019534701,0.010321197113906234,0.003778097849012151,0.004037219388941732,9.970627947652452e-09,1738.602362018561,33.28763798143905
0.32110000000000016,0.009739065800809545,0.980899129571707,0.02338120308425664,0.01453181109667046,0.00500447598623577,0.0054800777916722025,0.004106958706703665,0.010330643713281068,0.0037817252395787393,0.004041892965971492,9.739065800809545e-09,1738.045358696812,33.844641303188155
0.33110000000000017,0.009518778219291677,0.980587572993956,0.023411991456808917,0.014535578043372325,0.00500506583684529,0.005480536173735753,0.0041271477141413895,0.010339939792205185,0.0037852731679226845,0.00404645743693974,9.518778219291676e-09,1737.4933147122608,34.396685287739274
0.3411000000000002,0.009308918645879141,0.9802786723682286,0.02344120711998091,0.014539028006438203,0.005005577963109606,0.005480909403464799,0.004147132873579718,0.01034909322798211,0.0037887459953216502,0.004050918774541427,9.30891864587914e-09,1736.9459767825408,34.94402321745929
0.3511000000000002,0.0091087259682095,0.9799722964852055,0.023468939357204146,0.014542180502988951,0.005006017534089597,0.005481203379386168,0.0041669268471432545,0.010358111233838969,0.0037921477166085404,0.004055282452381016,9.1087259682095e-09,1736.4031124191708,35.48688758082926
0.3611000000000002,0.00891751372892158,0.9796683246227764,0.023495270314861778,0.01454505346089191,0.005006389280592218,0.005481423491127247,0.0041865412542528005,0.010367000432480225,0.0037954820005827714,0.004059553499794326,8.917513728921579e-09,1735.8645077158515,36.02549228414864
0.3711000000000002,0.008734661473168986,0.9793666454521567,0.0235202759433929,0.01454766342480118,0.005006697551841234,0.00548157468496413,0.004205986816145126,0.01037576693281566,0.003798752231729738,0.0040637365586950564,8.734661473168985e-09,1735.329965410222,36.56003458977807
0.3811000000000002,0.008559606048431923,0.979067156105734,0.023544026220811348,0.014550025617449681,0.005006946336091954,0.005481661489868376,0.004225273377430272,0.010384416356193893,0.0038019615256092093,0.004067835903998564,8.559606048431922e-09,1734.7993032321892,37.09069676781087
0.3911000000000002,0.008391835746425437,0.9787697613372272,0.023566586164452757,0.014552154154697775,0.0050071393176906245,0.005481688082313899,0.004244410067020655,0.01039295391456853,0.0038051127708359097,0.004071855501133376,8.391835746425436e-09,1734.2723524158196,37.61764758418053
0.40110000000000023,0.00823088378986214,0.978474372787372,0.02358801589788532,0.014554062072016146,0.005007279887814585,0.0054816583007552995,0.004263405296243741,0.010401384423355461,0.0038082086371962385,0.0040757990166018785,8.230883789862141e-09,1733.7489563982167,38.141043601783394
0.41110000000000024,0.008076323854918107,0.9781809083416891,0.02360837141569752,0.014555761486937057,0.005007371187505418,0.005481575694470697,0.004282266880132955,0.010409712360472247,0.003811251607335544,0.004079669861402979,8.076323854918107e-09,1733.2289696815556,38.661030318444546
0.42110000000000025,0.007927765662511028,0.9778892915666216,0.02362770492333922,0.014557263676359898,0.005007416129594041,0.005481443549342796,0.004301002085877924,0.010417941895275458,0.003814243992896811,0.004083471212960053,7.927765662511028e-09,1732.7122568339812,39.1777431660189
0.43110000000000026,0.007784850860975997,0.9775994511830347,0.02364606499612574,0.014558579116967276,0.00500741741134946,0.0054812649034443085,0.004319617650971389,0.01042607690529017,0.0038171879441298903,0.004087206027965413,7.784850860975996e-09,1732.1986915567074,39.691308443292655
0.44110000000000027,0.0076472499561490515,0.977311320622551,0.02366349694543792,0.01455971756559879,0.0050073775364142935,0.005481042572341647,0.004338119838129362,0.010434121005610393,0.003820085466006974,0.004090877064402391,7.64724995614905e-09,1731.6881558978919,40.201844102108225
0.4511000000000003,0.007514659416585513,0.9770248376238005,0.023680043269016987,0.014560688154845021,0.005007298840007868,0.0054807791776521715,0.004356514506748514,0.010442077583428317,0.003822938436809406,0.0040944869070304295,7.514659416585513e-09,1731.180539537236,40.70946046276413
0.4611000000000003,0.007386799077594267,0.9767399438691496,0.023695743710702242,0.014561499411426359,0.0050071834953510875,0.005480477155323878,0.004374807115723456,0.010449949805895446,0.0038257486129633076,0.004098037973789968,7.386799077594267e-09,1730.6757391423077,41.21426085769235
0.4711000000000003,0.00726340994972074,0.976456584668014,0.02371063558263058,0.014562159325102627,0.0050070335319499296,0.005480138776431364,0.0043930027739415055,0.010457740645244785,0.00382851764260458,0.004101532534384089,7.263409949720739e-09,1730.1736578074074,41.71634219259272
0.4811000000000003,0.007144252031703661,0.976174708637806,0.02372475384021849,0.014562675368806661,0.005006850842007501,0.005479766155154336,0.004411106246864259,0.010465452886864656,0.003831247070411518,0.004104972716751118,7.14425203170366e-09,1729.6742044882421,42.21579551175796
0.4911000000000003,0.007029102703086969,0.9758942674573905,0.02373813135399976,0.014563054556667057,0.005006637195728739,0.005479361266125135,0.004429121999261425,0.010473089150017338,0.0038339383488170224,0.0041083605224606365,7.029102703086969e-09,1729.1772935650758,42.71270643492426
