v,R_scaled,T_scaled,cl_C,cl_Mn,cl_Al,cs_C,cs_Mn,cs_Al,R,T,DT
0.1411,0.0480300384365098,0.9935778107595753,0.01583626322044645,0.005644706503953958,0.034765661294903195,0.005769313724977628,0.004310121771227044,0.03380961559435664,4.803003843650979e-08,1769.5422094065884,11.437790593411592
0.1511,0.04629451547018757,0.9933629673896076,0.015909666228862883,0.0056507704061340615,0.034767746751746056,0.005821785639988389,0.004320372922961636,0.033818988335399126,4.629451547018757e-08,1769.1595776615434,11.820422338456638
0.16110000000000002,0.044738288388370545,0.9931554068837208,0.015978098939299135,0.0056562697591836675,0.03476973365969315,0.00587252251275265,0.004330158309044004,0.03382766479381305,4.473828838837054e-08,1768.7899165517692,12.19008344823078
0.17110000000000003,0.043333038448029486,0.9929544898817817,0.016042032824473404,0.005661264866354045,0.03477164263805693,0.0059216832246414795,0.004339523088883822,0.03383572474428063,4.333303844802948e-08,1768.4320873896556,12.547912610344383
0.18110000000000004,0.0420561356076331,0.9927596685764337,0.016101860574531404,0.005665805894666058,0.03477348994141426,0.005969398885815586,0.004348504864957716,0.033843234371721216,4.20561356076331e-08,1768.0851145412569,12.894885458743147
0.19110000000000005,0.04088927368730953,0.9925704684656657,0.016157913936523396,0.005669935153690083,0.03477528849291682,0.006015779214515318,0.00435713538670942,0.03385024932531999,4.088927368730953e-08,1767.7481529279812,13.231847072018809
0.20110000000000006,0.03981748593532732,0.992386474660195,0.016210477066748937,0.005673688791444257,0.03477704863141606,0.006060917320319725,0.004365441818616594,0.033856816980815156,3.981748593532732e-08,1767.4204636403142,13.559536359685808
0.21110000000000007,0.03882841911022073,0.9922073214158963,0.01625979648281081,0.005677098057221919,0.034778778661040205,0.006104893267928848,0.0043734476839738705,0.033862978122861945,3.882841911022073e-08,1767.101395295283,13.878604704716963
0.22110000000000007,0.0379117915171831,0.9920326840374298,0.016306088747159594,0.0056801902719254204,0.03478048526358634,0.006147776835330871,0.004381173590110943,0.03386876823286323,3.79117915171831e-08,1766.7903696169817,14.189630383018311
0.23110000000000008,0.03705897913061815,0.991862272487271,0.016349546043350056,0.005682989541432662,0.034782173811775764,0.006189629500748749,0.004388637760557837,0.03387421844361271,3.705897913061814e-08,1766.48687005438,14.493129945620012
0.2411000000000001,0.03626270048543115,0.9916958263368658,0.016390340906022174,0.005685517350510011,0.03478384861362091,0.006230506146836255,0.004395856478825817,0.03387935632361833,3.626270048543115e-08,1766.1904327894313,14.789567210568748
