v,Cs_C,Cs_Mo,Cs_Mn,Cs_Si,T
0.0006000000000000001,0.002547930433417283,0.009418325021437982,0.0033370461132375528,0.003453420317735905,1771.7975999062267
0.0011,0.0025539890248881484,0.009419783993279965,0.0033377841152586263,0.003454338916096567,1771.7197986722522
0.0016,0.0025600441886303358,0.009421243774921541,0.00333852147993512,0.003455256271819206,1771.6422494198443
0.0021000000000000003,0.002566095916159632,0.009422704352556061,0.0033392582070804087,0.003456172388009358,1771.5649509131747
0.0026000000000000003,0.00257214419910206,0.009424165712487957,0.0033399942965163833,0.0034570872677583612,1771.4879019244697
0.0031000000000000003,0.002578189029192678,0.009425627841131242,0.0033407297480733426,0.0034580009141443675,1771.4111012339215
0.0036000000000000003,0.002584230398275062,0.0094270907250095,0.0033414645615899925,0.0034589133302318827,1771.3345476296772
0.0041,0.0025902682982994777,0.009428554350753814,0.0033421987369132585,0.003459824519072114,1771.2582399076944
0.0046,0.002596302721322713,0.009430018705103162,0.003342932273898251,0.003460734483702744,1771.1821768717894
0.0051,0.0026023336595065887,0.009431483774902537,0.0033436651724083346,0.0034616432271486024,1771.1063573334868
0.005600000000000001,0.002608361105116617,0.009432949547102285,0.00334439743231454,0.003462550752421075,1771.0307801119527
0.006100000000000001,0.0026143850505218353,0.009434416008757463,0.003345129053496322,0.003463457062518659,1770.9554440340135
0.006600000000000002,0.002620405488193235,0.00943588314702663,0.0033458600358406117,0.003464362160426899,1770.8803479340356
0.007100000000000002,0.002626422410703058,0.009437350949171633,0.0033465903792423467,0.0034652660491183633,1770.8054906538837
0.007600000000000003,0.002632435810723567,0.009438819402555889,0.0033473200836040794,0.003466168731553045,1770.7308710428495
0.008100000000000003,0.002638445681026265,0.009440288494643711,0.003348049148836031,0.0034670702106779742,1770.6564879576053
0.008600000000000003,0.0026444520144811305,0.009441758213000445,0.0033487775748558967,0.0034679704894278393,1770.5823402621545
0.009100000000000004,0.002650454804055084,0.009443228545290092,0.0033495053615890482,0.003468869570724551,1770.5084268277349
0.009600000000000004,0.0026564540428117363,0.009444699479275587,0.003350232508968062,0.003469767457477739,1770.4347465328087
0.010100000000000005,0.0026624497239104,0.009446171002817944,0.0033509590169329586,0.0034706641525844946,1770.3612982630134
0.010600000000000005,0.002668441840604413,0.009447643103874371,0.0033516848854309458,0.00347155965892989,1770.2880809110204
0.011100000000000006,0.002674430386241342,0.009449115770499216,0.003352410114416585,0.0034724539793865544,1770.2150933765959
0.011600000000000006,0.002680415354261109,0.009450588990841296,0.003353134703851266,0.0034733471168150363,1770.1423345664407
0.012100000000000007,0.0026863967381959937,0.009452062753145045,0.0033538586537037026,0.003474239074063886,1770.0698033942367
0.012600000000000007,0.0026923745316691163,0.009453537045747534,0.0033545819639494183,0.003475129853969626,1769.9974987805133
0.013100000000000007,0.0026983487283934533,0.009455011857079552,0.0033553046345709413,0.00347601945935696,1769.9254196525887
0.013600000000000008,0.002704319322171862,0.009456487175664316,0.0033560266655575355,0.003476907893038691,1769.853564944612
0.014100000000000008,0.00271028630689536,0.009457962990115937,0.0033567480569052614,0.0034777951578158772,1769.7819335974084
0.014600000000000009,0.002716249676542711,0.00945943928913979,0.003357468808616932,0.003478681256478037,1769.7105245584823
0.01510000000000001,0.002722209425179365,0.00946091606153086,0.003358188920702002,0.0034795661918029346,1769.6393367819405
0.01560000000000001,0.0027281655469569986,0.009462393296173814,0.0033589083931763407,0.003480449966556846,1769.568369228472
0.01610000000000001,0.0027341180361121447,0.009463870982041373,0.0033596272260624973,0.0034813325834947353,1769.4976208652454
0.01660000000000001,0.0027400668869660048,0.009465349108194316,0.003360345419389326,0.00348221404536004,1769.4270906659153
0.01710000000000001,0.002746012093923252,0.009466827663780557,0.0033610629731920623,0.0034830943548849686,1769.3567776105501
0.01760000000000001,0.0027519536514711562,0.009468306638034182,0.003361779887512318,0.0034839735147905084,1769.2866806855507
0.018100000000000012,0.0027578915541793154,0.009469786020275192,0.0033624961623979458,0.003484851527786453,1769.2167988836627
0.018600000000000012,0.002763825796698363,0.009471265799908033,0.0033632117979027812,0.003485728396571475,1769.1471312038937
0.019100000000000013,0.0027697563737593468,0.009472745966421989,0.003363926794087061,0.0034866041238333636,1769.077676651438
0.019600000000000013,0.0027756832801732207,0.009474226509389604,0.0033646411510169106,0.0034874787122488845,1769.0084342376979
0.020100000000000014,0.002781606510829652,0.009475707418466367,0.0033653548687644073,0.0034883521644838793,1768.9394029801663
0.020600000000000014,0.0027875260606967304,0.0094771886833898,0.003366067947407713,0.0034892244831934587,1768.8705819024417
0.021100000000000015,0.002793441924819849,0.00947867029397932,0.003366780387030644,0.0034900956710218613,1768.8019700341233
0.021600000000000015,0.0027993540983212726,0.009480152240134994,0.0033674921877230777,0.0034909657306029275,1768.733566410813
0.022100000000000015,0.002805262576399247,0.009481634511837062,0.0033682033495804095,0.003491834664559509,1768.6653700740446
0.022600000000000016,0.002811167354327173,0.009483117099145334,0.003368913872703866,0.003492702475504216,1768.5973800712366
0.023100000000000016,0.002817068427453226,0.009484599992198727,0.0033696237572002803,0.0034935691660390256,1768.5295954556602
0.023600000000000017,0.002822965791199545,0.009486083181214387,0.00337033300318204,0.0034944347387557747,1768.4620152864088
0.024100000000000017,0.0028288594410611117,0.009487566656486746,0.0033710416107671074,0.003495299196235372,1768.3946386282944
0.024600000000000018,0.002834749372605804,0.009489050408387469,0.0033717495800787826,0.0034961625410491293,1768.3274645518804
0.025100000000000018,0.0028406355814731984,0.009490534427365022,0.003372456911245989,0.0034970247757575863,1768.2604921334041
