,v,R,T,kv_C,kv_Mo,kv_Mn,kv_Si,clstar_C,clstar_Mo,clstar_Mn,clstar_Si
952,0.4760500000000004,3.8949912286093504e-08,1733.055323754592,0.4282036516378174,0.8123369804545918,0.8089495613292232,0.7777853053758343,0.005890883189908716,0.025842279121581328,0.005205970044968086,0.0029681630051477314
953,0.4765500000000004,3.8941798446945366e-08,1733.0464769892615,0.42839727743726946,0.8124005282584402,0.8090142562053436,0.7778605533168536,0.005890339307093778,0.025841742343756326,0.005205859652123208,0.00296808787598511
954,0.4770500000000004,3.893371175951215e-08,1733.0376399800355,0.42859077214718544,0.8124640330388275,0.8090789072814055,0.7779357503131241,0.005889795265898982,0.025841205332756145,0.005205749211419736,0.002968012714869219
955,0.4775500000000004,3.892565216269147e-08,1733.0288127104702,0.4287841359006465,0.8125274948394302,0.8091435146018747,0.7780108964163651,0.005889251068000513,0.025840668090152005,0.005205638723180928,0.0029679375220208453
956,0.4780500000000004,3.891761959547472e-08,1733.0199951641896,0.42897736883055393,0.8125909137038666,0.8092080782111566,0.7780859916782247,0.005888706715063582,0.025840130617505192,0.005205528187727995,0.0029678622976593814
957,0.4785500000000004,3.8909613994143315e-08,1733.0111873252674,0.42917047106962913,0.8126542896756958,0.8092725981535964,0.7781610361502824,0.005888162208672596,0.025839592916298074,0.005205417605365926,0.0029677870419931632
958,0.4790500000000004,3.890163530348219e-08,1733.0023891766987,0.42936344275041427,0.8127176227984179,0.8093370744734796,0.7782360298840474,0.005887617550610774,0.02583905498821024,0.00520530697644026,0.0029677117552581243
959,0.4795500000000004,3.889368345995783e-08,1732.9936007026913,0.429556284005272,0.8127809131154744,0.8094015072150317,0.7783109729309589,0.005887072742440817,0.02583851683470439,0.0052051963012519345,0.002967636437659835
960,0.4800500000000004,3.888575840013128e-08,1732.9848218875197,0.42974899496638647,0.8128441606702477,0.8094658964224182,0.7783858653423872,0.005886527785714891,0.025837978457233676,0.005205085580099919,0.002967561089402519
961,0.4805500000000004,3.8877860069060873e-08,1732.976052714381,0.42994157576576286,0.8129073655060619,0.8095302421397454,0.7784607071696329,0.005885982682183675,0.025837439857448206,0.0052049748133236925,0.002967485710717962
962,0.4810500000000004,3.8869988406291006e-08,1732.9672931673012,0.4301340265352286,0.8129705276661829,0.8095945444110597,0.7785354984639277,0.005885437433447591,0.025836901036850553,0.005204864001232388,0.0029674103018172914
963,0.4815500000000004,3.886214335145729e-08,1732.9585432303718,0.4303263474064326,0.8130336471938174,0.8096588032803483,0.7786102392764336,0.005884892041096498,0.025836361996933715,0.005204753144133167,0.0029673348629102874
964,0.4820500000000004,3.88543248442862e-08,1732.9498028877506,0.4305185385108466,0.8130967241321143,0.8097230187915389,0.7786849296582437,0.005884346506709759,0.025835822739181155,0.005204642242331231,0.0029672593942053887
965,0.4825500000000004,3.8846532824594674e-08,1732.9410721236575,0.43071059997976474,0.8131597585241644,0.8097871909884996,0.7787595696603825,0.005883800831856279,0.025835283265066854,0.0052045312961298325,0.0029671838959097014
966,0.4830500000000004,3.883876723788617e-08,1732.9323509216238,0.43090253194430417,0.8132227504130002,0.80985131991504,0.7788341593338055,0.005883255018233387,0.025834743576192632,0.005204420305858509,0.002967108368248211
967,0.4835500000000004,3.883102802135658e-08,1732.923639266378,0.4310943345354051,0.8132856998415963,0.8099154056149102,0.7789086987293993,0.005882709067319623,0.025834203673944844,0.005204309271802491,0.0029670328114157463
968,0.4840500000000004,3.882331512068467e-08,1732.9149371415815,0.43128600788383165,0.8133486068528689,0.8099794481318016,0.778983187897982,0.0058821629807913394,0.025833663559906305,0.005204198194287403,0.002966957225634621
969,0.4845500000000004,3.881562847324432e-08,1732.90624453209,0.43147755212017125,0.813411471489677,0.8100434475093463,0.7790576268903034,0.005881616760106549,0.025833123235444747,0.005204087073594645,0.0029668816110970395
970,0.4850500000000004,3.88079680248882e-08,1732.897561421694,0.43166896737483607,0.8134742937948218,0.8101074037911182,0.7791320157570453,0.005881070406920871,0.025832582702124195,0.005203975910045977,0.002966805968022672
971,0.4855500000000004,3.880033371875762e-08,1732.8888877946254,0.43186025377806214,0.8135370738110466,0.8101713170206322,0.7792063545488205,0.005880523922810274,0.025832041961430758,0.005203864703947141,0.0029667302966202755
972,0.4860500000000004,3.879272549248999e-08,1732.8802236359268,0.43205141145991066,0.813599811581037,0.8102351872413446,0.7792806433161737,0.005879977309202316,0.02583150101470453,0.00520375345557384,0.002966654597078168
973,0.4865500000000004,3.8785143292195604e-08,1732.871568929581,0.4322424405502675,0.8136625071474218,0.8102990144966533,0.7793548821095826,0.005879430567721866,0.025830959863481658,0.005203642165242105,0.002966578869612096
974,0.4870500000000004,3.877758706127397e-08,1732.862923660008,0.4324333411788442,0.8137251605527722,0.8103627988298981,0.7794290709794561,0.005878883699914464,0.025830418509220663,0.005203530833251997,0.002966503114426934
975,0.4875500000000004,3.877005674320945e-08,1732.8542878116903,0.4326241134751775,0.8137877718396022,0.8104265402843602,0.7795032099761354,0.005878336707315571,0.02582987695337091,0.005203419459901695,0.0029664273317262712
976,0.48805000000000043,3.876255228157097e-08,1732.8456613691733,0.4328147575686303,0.813850341050368,0.8104902389032627,0.7795772991498943,0.00587778959145062,0.025829335197372693,0.005203308045487506,0.0029663515217124166
977,0.48855000000000043,3.8755073617219474e-08,1732.837044317436,0.4330052735883915,0.8139128682274697,0.8105538947297706,0.7796513385509388,0.005877242353766256,0.025828793242589087,0.005203196590289862,0.0029662756845768683
978,0.48905000000000043,3.874762069668522e-08,1732.8284366407745,0.4331956616634769,0.8139753534132502,0.810617507806991,0.779725328229408,0.005876694995836944,0.025828251090510564,0.005203085094615392,0.002966199820528945
979,0.48955000000000043,3.8740193463788754e-08,1732.8198383239178,0.4333859219227285,0.8140377966499951,0.8106810781779732,0.7797992682353733,0.005876147519158368,0.025827708742550422,0.005202973558754854,0.002966123929767158
980,0.49005000000000043,3.873279186522438e-08,1732.811249351286,0.43357605449481573,0.8141001979799335,0.8107446058857086,0.7798731586188383,0.005875599925285065,0.025827166200181086,0.005202861983011158,0.002966048012498287
981,0.49055000000000043,3.8725415842187225e-08,1732.8026697081025,0.4337660595082353,0.8141625574452384,0.8108080909731308,0.7799469994297408,0.005875052215624389,0.025826623464729966,0.005202750367657401,0.002965972068908811
982,0.49105000000000043,3.871806533874658e-08,1732.7940993792777,0.4339559370913117,0.8142248750880252,0.8108715334831159,0.7800207907179506,0.0058745043916427625,0.02582608053758381,0.005202638712978871,0.002965896099193505
983,0.49155000000000043,3.8710740304631904e-08,1732.7855383490446,0.4341456873721969,0.8142871509503538,0.8109349334584828,0.7800945325332709,0.005873956454933972,0.025825537420256388,0.005202527019286987,0.002965820103564913
984,0.49205000000000043,3.870344068128513e-08,1732.776986602805,0.4343353104788716,0.8143493850742268,0.8109982909419926,0.7801682249254384,0.005873408406876435,0.025824994114048854,0.005202415286849437,0.0029657440822058196
985,0.49255000000000043,3.869616641859563e-08,1732.768444124913,0.43452480653914455,0.8144115775015912,0.8110616059763492,0.7802418679441225,0.005872860249044444,0.025824450620457334,0.0052023035159740015,0.0029656680353262834
986,0.49305000000000043,3.868891745538043e-08,1732.7599109012565,0.4347141756806539,0.8144737282743378,0.8111248786041995,0.7803154616389271,0.005872311982728983,0.025823906940697843,0.005202191706910863,0.002965591963097165
987,0.49355000000000043,3.8681693744475985e-08,1732.7513869159416,0.43490341803086624,0.8145358374343009,0.811188108868133,0.7803890060593889,0.005871763609553514,0.025823363076316896,0.005202079859978165,0.0029655158657355585
988,0.49405000000000043,3.867449523043421e-08,1732.7428721542387,0.4350925337170779,0.8145979050232589,0.8112512968106824,0.7804625012549781,0.005871215130926751,0.02582281902864887,0.005201967975450422,0.0029654397434288704
989,0.49455000000000043,3.8667321855101655e-08,1732.734366601841,0.43528152286641475,0.8146599310829347,0.8113144424743234,0.7805359472750996,0.005870666548179887,0.025822274798951984,0.005201856053586492,0.002965363596353847
990,0.49505000000000043,3.8660173571548156e-08,1732.7258702430347,0.4354703856058328,0.8147219156549947,0.8113775459014749,0.7806093441690914,0.005870117862907613,0.025821730388746685,0.005201744094699155,0.0029652874247239128
991,0.49555000000000043,3.865305032177805e-08,1732.71738306363,0.43565912206211777,0.8147838587810505,0.8114406071344991,0.780682691986226,0.005869569076422407,0.025821185799274206,0.00520163209904377,0.0029652112287134233
992,0.49605000000000044,3.864595205622999e-08,1732.7089050483971,0.4358477323618865,0.8148457605026571,0.8115036262157014,0.7807559907757096,0.005869020190231893,0.025820641031970213,0.00520152006691568,0.0029651350085239288
993,0.49655000000000044,3.8638878719850216e-08,1732.7004361828947,0.4360362166315861,0.8149076208613143,0.8115666031873309,0.7808292405866827,0.005868471205698186,0.025820096088126746,0.00520140799858069,0.00296505876433688
994,0.49705000000000044,3.863183026044706e-08,1732.6919764523739,0.43622457499749523,0.8149694398984672,0.8116295380915801,0.7809024414682209,0.005867922124242262,0.02581955096909504,0.005201295894316783,0.002964982496342
995,0.49755000000000044,3.862480662868812e-08,1732.68352584178,0.4364128075857235,0.8150312176555041,0.8116924309705853,0.7809755934693334,0.005867372947343741,0.025819005676285364,0.005201183754414073,0.0029649062047372656
996,0.49805000000000044,3.86178077697508e-08,1732.6750843368425,0.43660091452221234,0.8150929541737592,0.8117552818664264,0.781048696638964,0.005866823676337208,0.025818460210964757,0.0052010715791332195,0.0029648298897006096
997,0.49855000000000044,3.861083362889045e-08,1732.666651923346,0.4367888959327351,0.8151546494945113,0.8118180908211271,0.7811217510259918,0.005866274312548308,0.02581791457439211,0.005200959368733212,0.0029647535514088163
998,0.49905000000000044,3.860388416256494e-08,1732.658228585683,0.43697675194289737,0.815216303658984,0.8118808578766552,0.7811947566792303,0.005865724857564736,0.025817368768087386,0.005200847123526723,0.0029646771900751897
999,0.49955000000000044,3.859695931061724e-08,1732.6498143104745,0.43716448267813696,0.8152779167083459,0.8119435830749225,0.7812677136474278,0.0058651753125584785,0.025816822793158396,0.005200734843741665,0.0029646008058553646
1000,0.5000500000000004,3.8590059026872463e-08,1732.641409082589,0.43735208826372474,0.8153394886837106,0.8120062664577847,0.7813406219792675,0.005864625679031269,0.025816276651041276,0.005200622529673473,0.0029645243989509036
1001,0.5005500000000004,3.858318325966709e-08,1732.6330128876732,0.43753956882476436,0.8154010196261371,0.8120689080670421,0.7814134817233681,0.005864075958340366,0.025815730343029406,0.005200510181588218,0.0029644479695433907
1002,0.5010500000000003,3.857633195741216e-08,1732.6246257114306,0.43772692448619316,0.8154625095766298,0.8121315079444389,0.7814862929282836,0.005863526151834134,0.025815183870408088,0.0052003977997503135,0.0029643715178132714
